319,(320,320, 'http://anendlesssupply.co.uk/', 'http anendlesssupply co uk root'),0.0,0.0,0,None
320,(321,321, 'http://www.francis-bacon.com/', 'Briton Speaks About Pain and Painting No friends by request at Bacon s farewell Bring Bacon home The art world continues to neglect our native genius Pictures from an Irish exhibitionist Robert Melville The Last Interview Galleries A celebration of painting Robert and Lisa Sainsbury Collection Volume I European 19th and 20th Century Paintings Drawings and Sculpture Francis Bacon Self Portrait 1972 World of art pays tribute to Bacon El olor a sangre humana no se me quita de los ojos conversaciones con Francis Bacon Francis Bacon Lost and Found Cross currents Signs of A New Conservatism In Taste Realism versus Realism in British Art of the 1950s Farewell to flat goodbye to square London Commentary Outrageous Bacon Francis Francis Bacon in the 1950s Sunday Night Francis Bacon Artist s anniversary marked CATALOGUE RAISONNE FOCUS PAINTING 1950 Soho s days of wine and poses and whisky galore Current and Forthcoming Exhibitions London inganyi pinaemsaega nae nuneul ddeonaji anhneunda peuraensiseu beikeongwayi daedam Conversations with Francis Bacon Talk at the Palais des Beaux Arts Brussels 1971 Bacon Portraits and Self Portraits Private treasures go public Francis Bacon Chronology In praise of rudeness Pope on the ropes Soho in the Fifties A critic saves his Bacon Just a pile of paint and a nightmare of chic thrills Francis Bacon Full Face and in Profile Artists of despair Obituary Mr Peter Watson Modern patron of art Francis Bacon face et profil Sex violence and painting Saving Bacon Face to face with the dogs of war Two men and nanny made three Exhibitions Francis Bacon Dublin and Compton Verney European painting in LA A grab bag of well worn issues Deleuze Gilles Francis Bacon The Logic of Sensation Raffish old master of the elusive The drawings he didn t want you to see Strangers in a show Works by Derrick Greaves Art news from London Francis Bacon The Master of the Macabre Francis Bacon Bacon tops Sotheby s art auction Art Francis Bacon Paintings 1944 62 PS1 8m price tag for lost Bacon painting At the Galleries Vertebrate Regrets Francis Bacon Lucien Freud and Jasper Johns The Redfern gallery Francis Bacon Painting after Photography Exhibition Reviews Francis Bacon Norwich Wisconsin and Buffalo Hysterical Painting At the Galleries Francis Bacon Exhibition Reviews Edinburgh and Luxembourg The School of London Bacon film hit by dispute over who owns artist s words King of pain pope of pop memo from Turner Picture choice A direct hit on the nerves Around the galleries The Art of Francis Bacon Collections Chaos theory Peinture Cinema Peinture If Paintings Had Voices Francis Bacon s Would Shriek At the Galleries Nightmare How Italian artists make a fortune faking Bacon Bacon and Giacometti Likeness and Difference Mr Francis Bacon s virtuosity Van Gogh translated Donation a coup for Ireland Privacy Policy New acquisition of six unfinished paintings by Francis Bacon Exhibition Reviews Paris and Munich Francis Bacon Gowrie s outrageous decision stops lottery cash for artist s story Bacon love film funding blocked Bacon s Beginnings Freudian slops The artist formerly known as British Francis Bacon Marlborough Gallery FAQ Francis Bacon Sansningens logik Exhibitions Francis Bacon and Walter Sickert images which unlock other images Francis Bacon Tate Britain 11 September 2008 4 January 2009 and two publications Bacon not artist of his self portrait A Question of Attribution Francis Bacon Critical and Theoretical Perspectives Francis Bacon The Logic of Sensation His life was a commitment to excess So it s no surprise that some portraits had two heads Francis Bacon s imagery less intense Not for the sentimental BACON ART IN VANCOUVER GIACOMETTI SHOW Bacon s Arena Bacon s estate is trying it on Painted into a corner Hundreds of lost Bacon sketches surface in studio The 1930 Look in British Decoration Best of British Bacon in Russian art show Bacon gave secret 4m to beloved banker Current shows and comments A bit of chiffon Francis Bacon The Studio as Symbol Conversazione con Francis Bacon Art in the modern manner National art treasures lost for lack of money The link between art and life For sale portraits that Bacon wanted to dump in a skip Francis Bacon artwork sets auction record in NY The Chaos of Creation Francis Bacon 1909 1992 Three Figures at the Base of a Crucifixion c 1944 Sketches of pain Bacon 1909 1992 Deep Beneath the Surface of Things The Queen of Soho Authenticity of Bacon self portrait Francis Bacon and the Tradition of Art Two British art patrons of the 1940s and 1950s Sir Colin Anderson and Peter Watson Bacon Picasso Au Nom du Pair Exhibition Reviews Bacon Hirst London Skip to main content On the Strange Case of Francis Bacon Art in London Paintings Pleasant and Unpleasant Francis Bacon Studies What the critics said Bacon in his prime In Camera At 142 4 Million Triptych Is the Most Expensive Artwork Ever Sold at an Auction International Studio Master of the Monstrous Greatest living painter Bacon in New York Bacon Half Baked The fine art of drinking at Muriel s bar Francis Bacon and the Geometry of Fear Teaching and Learning Resources The pope of putrefaction Francis Bacon L art de l impossible Entretiens avec David Sylvester The Circus Francis Bacon in Venice Francis Bacon Working on Paper Studios and Private Faces I II My years at the Tate The Brutality of Fact Exhibition Reviews London Francis Bacon Repeat of Orwell work well worth while The 1970 Pittsburgh International Sign up today Henrietta Francis Bacon Catalogue Raisonne Bacon estate sues art dealer Francis Bacon Unseen paintings may provide evidence in Bacon court case The Fugitive Body Bacon s Fistula Francis Bacon in the 1950s Francis Bacon Recent Paintings 1968 1974 mail francis bacon com Catalogue Raisonne Auerbach Bacon and Smith Caravaggio Bacon Francis Bacon contradicciones sublimadas Evolution of a maverick genius John Edwards Current shows and comments On the significance of a word Francis Bacon Metropolitan Museum of Art freely searched Hanover Gallery Mr Bacon s paintings Bacon monstre de peinture Francis Bacon France and Monaco Art house The Horrific Vision of Mr Francis Bacon Interviews with Francis Bacon Help the Lazy Regarding the pain noise in the art of Francis Bacon Bacon painting settles PS680 000 tax demand Francis Bacon Tony Shafrazi Gallery Francis Bacon Late Paintings At the Lefevre Francis Bacon New transmutations of an autumn rose A New York letter Francis Bacon PORTRAIT OF THE WEEK NO 96 BACON S STUDY FOR PORTRAIT II AFTER THE LIFE MASK OF WILLIAM BLAKE 1955 Gan Jue noLun Li Hua Jia huranshisubekonLun Logic of sensation Francis Bacon Brushes with the Bottle Image of the Week theatre of art Bacon figure may be PS1 5m Mr Francis Bacon s new paintings Extraordinary use of photographs The sleazy side of Bacon Icarus or the Walking Wounded The ambiguous precision of Francis Bacon Francis Bacon In Conversation with Michel Archimbaud Francis Bacon Studies for a Portrait Francis Bacon Incunabula Francis Bacon and the meaning of life Roy de Maistre The English Years 1930 1968 A School or Not a School The book that Bacon banned Interviews with Francis Bacon 1962 1979 No signs of a City crash crisis as Bacon brings home PS26m record Obituary Isabel Lambert More than muse material The dream and the nightmare Fifty years of hurt Round the Galleries Crisis Under the Skin Touching the void Terms and Conditions Francis Bacon Portraits and Heads A random view of London pleasures Francis Bacon acquitted on drug charge Disputed Bacon artworks go on display Painting bought in 1953 may earn students PS700 000 Francis Bacon 82 Artist of the Macabre Dies Francis Bacon Painter Is Dead at 82 Bacon s Course Francis Bacon logica van de gewaarwording Explosion at San Giovanni in Laterano Summer 1993 Notes for Francis Bacon s Figure with Meat Bacon Goes To Moscow Swastika plus cricket pad equals art Mr Bacon s new paintings African animals Galleries The thoughtful process of falling off a log British stars and Scythian gold Bacon in close focus Paris L imaginaire de Francis Bacon Art Bacon s screaming pope for sale A Soho soul made of wild brushstrokes Exhibition Reviews Francis Bacon Vienna and Basel Francis Bacon en sa terre natale Pittsburgh prizes for Britain Yale reopens its key Anglo file Fragments of time Francis Bacon Five Decades Current and Forthcoming Exhibitions Switzerland La brutalita delle cose conversazioni con David Sylvester Mirror of his age Sights of Moscow Francis Bacon The Papal Portraits of 1953 Francis Bacon and the art of the past Obituary Francis Bacon Genius formed in the blackness of the Blitz The Paintings of Francis Bacon Francis Bacon Carcasses and crucifixes At the Galleries As Bacon Sees Us Bacon dripping with confidence New York Francis Bacon Francis Bacon and Nazi Propaganda Rozmowy z Francisem Baconem brutalnosc faktu Erica Brausen Premier Marchand de Francis Bacon Changing Perceptions Milestones in Twentieth Century British Portraiture Scholarship Education A mind on fire Bacon hangs his favourites Sympathy for the devil Bacon White de Maistre and a reds topped desk The making of an artist from weakling to enigmatic master Francis Bacon heute Collecting Signature tune At the Galleries Francis Bacon and Lucian Freud Pop Art since 1949 Art and Artists James Tissot Vulgar Society New acquisitions at the Tate old and recent works Heaven and hell Evaluating artists Homage to work and love Diving deep into darkness Face to face with young genius Bacon s bleak look at the business of growing old Contact Francis and me Credits Bacon estate is trying it on court is told Bacon II Francis Bacon Studying Form Exhibition Reviews New York Winter painting exhibitions Artist who mapped out hell Francis Bacon A Terrible Beauty Obituaries Francis Bacon Influence Inspiration Francis Bacon I Wanted to Paint the Scream Knights of the Razor Exhibition Reviews Sao Paulo The 1998 Bienal Excavations in the artist s studio High prices for modern British pictures Handyman brings home the Bacon for art sleuths New Studies Centenary Essays Bacon the rough guide A Magnificent Mischief Maker To be in Francis Bacon s company was to be dazzled and confused seduced and stunned Entrevistas con Francis Bacon Forbidden photos pulled from show Matthew Smith A Painter s Tribute The human zoo Any way that you slice it Me myself and eye I had nobody else to paint Hanover Gallery Mr Francis Bacon s paintings Francis Bacon Paintings from The Estate 1980 1991 Why Bacon was driven to destruction Francis Bacon s plea for costs rejected Relative presences A roomful of Bacon at the Tate Francis Bacon confounder of art critics Master of ebullient despair Francis Bacon Henry Moore Flesh and Bone Ashmolean Museum Francis Bacon s Paintings naneun wae jeongyugjeomyi gogiga aninga Francis Bacon The butcher s meat Francis Bacon Imaginable Furies Lost Bacon painting expected to fetch PS1 5m Bacon 1909 1992 The Artist Speaks The curse of the buddha and other whodunits French and English art New trends in painting and sculpture Food for Thought Francis Bacon Commitment and Conflict Snapshots of sozzled Soho Francis Bacon Studies for a Portrait Essays and Interviews Native Born Views and News of Art in America Hello Francis Francis Bacon paintings boost Britain Galleries A natural talent for symbolism Realism in 20th Century Painting A Course of Severe and Arduous Trials Bacon Beckett and Spurious Freemasonry in Early Twentieth Century Ireland Francis Bacon Painting 1946 1946 c The Estate of Francis Bacon All rights reserved DACS 2018 Samtal med Francis Bacon Disturbed Ground Francis Bacon Traumatic Memory and the Gothic Francis Bacon and a vision of perfection Junk Shock Irrational Marks Bacon and Rembrandt Bacon s works on despair fetch six figures Painted screams The Primal Cry of Horror The A theology of Francis Bacon 7 Reece Mews Francis Bacon s Studio De Manet a Bacon La collection Jacqueline Delubac The artist as beloved adventurer L odeur du sang humain ne me quitte pas des yeux Conversations avec Francis Bacon Undercooked Bacon Preaching art London Galleries Convulsions of Mind and Body A brush with ebullient despair Crisis in Paint Art Recent Paintings By Francis Bacon Bacon record tops PS3 9m on a British night out and moreover Conversas com Francis Bacon O cheiro do sangue humano nao desgruda seus olhos de mim Painting and sculpture Homosexuality out of the margins and in the heart Eerie resonance as Moore and Bacon capture a savage dignity Moon walking Francis Bacon Archive Tate Britain London Bacon triptych sets sale record Rare chance to own a Francis Bacon original from the artist s tufted period Shop Bacon a Brera e quaranta disegni di Grosz in sosta a Milano Just blood sweat and fears Francis Bacon South Kensington London 1982 Links English Contemporary Art Demons and beefcake the other side of Bacon Sadomasochism and shoplifting sprees Bacon s legacy revisited Fill 127 Created with Sketch Academic Myths and Private Images Current shows and comments The academic challenge Francis Bacon Henry Moore Flesh and Bone The Violence of Paint Rina Arya Francis Bacon Painting in a Godless World A Critic s Choice of Pictures Art and Artists Francis Bacon His Life and Violent Times Francis Bacon A Retrospective Der Tradition eine neue Wendung geben Ein Gesprach mit dem Maler Francis Bacon The Horrific Theme in Visual Art The Narrative of Perception and the Perception of Narrative Beaux Arts Gallery studies of movement with Mr Wirth Miller The School of London in Vienna Realism in painting Francis Bacon in Dublin Francis Bacon and the Fortunes of Poetry Ambivalent Homecomings Louis le Brocquy Francis Bacon and the Mechanics of Canonization Francis Bacon Artist of Endgame Bacon Picasso The Life of Images Pei Gen Fang Tan Lu Interviews with Francis Bacon Master of isolation The American way with art Francis Bacon Recent Paintings Bacon and Bourgeois Save the Biennale But Leave the Olive in a Pickle The Rubens Prize awarded to Francis Bacon Bacon s meal ticket goes on sale From the Archives James Thrall Soby and Francis Bacon Life with thugs Studio mess recreated for PS1 6m Francis Bacon OEuvre graphique The graphic work Catalogue raisonne Ex convict gets the spoils of Bacon s PS30m legacy Francis Bacon Centre Georges Pompidou Animal houses Art attack Portrait of Bacon s violent lover for auction The many faces of Bacon Francis Bacon Catalogue Raisonne and Documentation An interview with Clement Greenberg HENI Claim for Bacon Bacon papal portrait sells for record PS14m Vogue Arts Francis Bacon All the pulsations of a person Fascinating Facture In Camera Francis Bacon Gallery cheated Bacon out of tens of millions Life The Anglo French art centre Vile bodies Moves to save Oxford s Bacon Francis Bacon and the tradition of art Kunsthistorisches Museum Vienna The Estate Art news from Los Angeles Bacon Bloom Los Angeles group Pop Since 1949 From London Some Anglo Saxon intentions and responses The art of infuriating Giles Waterfield on Bacon Francis Bacon s Studio Three Bacon paintings up for auction Nothing but bums and drunks Finding the Matisse in Bacon Facebook What recession Bacon sells for PS26 3m Francis Bacon s correspondence with Sir Colin Anderson Studio and Cube On the relationship between where art is made and where art is displayed Francis Bacon o la pintura en carne viva Bacon leaves PS10m fortune to friend Francis Bacon Logique de la Sensation Painting in a Godless World Exhibition Reviews Bacon Picasso Paris The Gilded Gutter Life of Francis Bacon Twentieth Century Choice at the Marlborough Francis Bacon and the Masters Francis Bacon Kreuzigung Versuch eine gewalttatige Wirklichkeit neu zu sehen Bacon s theatre of the absurd Bacon and Sutherland Current shows and comments If winter comes Books Three Bacon paintings to be sold for PS2m Et Bacon se mit a danser Hugh Lane gallery profits from ghastly misunderstanding over Bacon s studio Francis Bacon The Early and Middle Years 1928 1958 The worst is not yet Bacon assessed Rozhovory s Francisem Baconem 1962 1979 Art exhibitions Mr Francis Bacon Sexing the Canvas Calling on the Medium Bed or dais Francis Bacon was a shock merchant not a Nazi Paris Letter November The paintings of Mr Bacon A prophet of doom Naked truths on the French Riviera The tail wags the gods I offered Bacon PS50 000 a picture but rival blackmailed him over tax bill claims dealer Instagram The Contemporary Spectrum A range of loners London Letter Bacon Davie Kokoschka Francis Bacon Vier Studien zu einem Portrat Bacon in Paris Another Look at Bacon Newfound Canvases Shed More Light on a Master The Body Unbound The postmodern aesthetics of Francis Bacon How to freeze the human body Rich pickings Friend who inherited Bacon s PS11m fortune went on 11 year spending spree Francis Bacon London Museum of Modern Art Ludwig Foundation Vienna Van Gogh by Bacon Prophet of a pitiless world Twitter Capital deposit north of the border The howl of an iconoclast Looking Back at Francis Bacon Francis Bacon on drug charge Family friends and sitters Bacon s worthless gift to fetch PS2m Lost Bacon to be sold at auction Francis Bacon about being in pain Bacon and Moore again in Powerful Relation Gossip of a gay genius Pictures by a Sunday painter turn out to be a valuable slice of Bacon Logika obcutja Bacon s got the guts Dealer snatched Bacon paintings away The Devil in Mr Bacon Film of the Week Love is the Devil Brushes with the soldiery of the canvas I can t draw said Bacon Rights News and Views from New York New York I at the Alan Gallery Van Gogh vu par Bacon Bacon falls violently in love Mr Bacon s comment on humanity Artist remanded Too Much Reality Francis Bacon A Terrible Beauty Passages to Paint Francis Bacon s Studio Practice Modern painting and sculpture Young Contemporaries exhibition Fill 119 Created with Sketch Lefevre gallery new English paintings Bacon s World Question of Bacon s private life The SR Interview I Think About Death Every Day Bacon painting in auction record Old acquaintance Reg Butler and Francis Bacon Bacon wanted to bin these bits and bobs last night they sold for PS1 1m A master of deep disquiet Gesprache mit Francis Bacon Bekon in Moscow Francis Bacon Grand Palais 1971 Francis Bacon in your Blood A Memoir At the Galleries Bacon and Sironi Bacon Moore Flesh and Bone free email newsletter Visual feast of more than just Bacon Publishing Pleasures of pounding the flesh New Work by Henry Moore and Francis Bacon Francis Bacon Anatomy of an Enigma Francis Bacon at the Metropolitan Museum Tate Gallery Exhibition of recent acquisitions A Trail of Human Presence On Some Early Paintings of Francis Bacon Francis Bacon in Paris figures in a room Bacon and the Mind Art Neuroscience and Psychology In memoriam David Sylvester The art of the interview Bacon fortune is left to companion The Consummate Fragmentarian Painter busting with exhilarated despair Francis Bacon Caged Uncaged Francis Bacon Influence Inspiration Pigment at its limit Vulgar Pictures Bacon de Kooning and the Figure under Abstraction The beast within The Modernity of Late Sickert The matter of life and death Francis Bacon s new paintings Francis Bacon Lo Sagrado y lo Profano The Sacred and the Profane Visions of a Violent Century In Francis Bacon s Paintings Bacon s Visions of a Violent Disjointed Century Movement and Gravity Bacon and Rodin in Dialogue On a diet of oysters and despair Francis Bacon une bouche comme un Sahara gamgagyi nonri Logic of Sensation Francis Bacon A Kind of Grandeur Current shows and comments The Dark is Light Enough Francis Bacon at the Marlborough Power of three Bacon triptych emerges from Tehran storeroom Galleries Bacon s new creativity Francis Bacon Taking Reality by Surprise Francis Bacon duyumsamanin mantigi Apparitions of evil Mr Francis Bacon s new paintings In a class of their own The Battle for Realism Figurative Art in Britain During the Cold War 1945 1960 Books Interviews with Francis Bacon 1962 1979 Rou henoCi Bei huranshisubeikonintavuyu Interview with Francis Bacon Francis Bacon The Violence of the Real A dark prophet Madrid Francis Bacon Galerie Marlborough Francis Bacon the Anatomy of Horror Bacon s rare portraits of female lover go to auction Genre Twentieth Century Art death and immortality over a naked lunch Art In Review Francis Bacon Bacon Picasso la vie des images Horror and Harmony Hunting of the ark men beasts and gods Bacon saved Selected Bibliography Francis Bacon Logik der Sensation Bacon blackmailed by art gallery owner court is told in dispute over PS100m fees Francis Bacon Back to Degas Francis Bacon cara y perfil Reality reassured Robert Melville has a look at a book about Francis Bacon Lying figure Francis Bacon and the female nude viewed by decade The Problem of Francis Bacon Interviuri cu Francis Bacon brutalitatea realitatii Paintings A vision of the truth behind the mask New York commentary Francis Bacon ou la verite criante Show that brings home the Bacon to a new market Authentication Private View Francis Bacon The Born Again Dubliner Isabel Rawsthorne Francis Bacon The Authority of Flesh Museu Berardo An Itinerary Damien Hirst Francis Bacon A Note on the Development of Francis Bacon s Painting Sides of Bacon A portrait of the artist by his friends The deceit of the real Not all Birch Francis Bacon the Papal Portraits of 1953 A British Outsider Embraced With a French Blockbuster Notes from Paris and London Bacon and Wols at the Hanover Gallery Francis Bacon A great shocking eccentric painter About Newsletter You should see his bedroom Why we need clutter Muriel Belcher Record PS26 000 paid for a Francis Bacon This too too squalid flesh Biography Bacon s Black Triptychs Bacon Francis Bacon at Eighty Reflections on the Venice Biennale It Ain t the Meat Francis Bacon Henrietta Moraes The Bones and the Flesh Henry Moore and Francis Bacon News Fondation Beyeler Art 13 New Works By Francis Bacon Shafts from Apollo s Bow The Return of the Problem Picture Exhibition Reviews Evil Turin Art of a New Francis Bacon Is at Met Francis Bacon logica de la sensacion Francis Bacon logica della sensazione Letter from Moscow Francis Bacon Francis Bacon Louise Bourgeois and Franz Xaver Messerschmidt Cheim and Read Francis Bacon and the Loss of Self New Art New World British Art in Postwar Society Positioning in Representation John Edwards Francis Bacon s model companion in good times and in bad Metamorphoses Painting pictures in Soho and Greenwich Village Francis Bacon De Faced Self Portraits Art Stars and Plasters on the Wounds Why Have There Been No Great Irish Artists Mr Francis Bacon This Teeming Womb This Non Isle This Non England PS9 5m Bacon out of Tate s reach Incunabula Classic Bacon Triptych could fetch record PS35m Francis Bacon ou la brutalite du fait suivi de cinq lettres inedites de Michel Leiris a Francis Bacon sur le realisme Round the London Galleries The Catalan Magician Studio At the Galleries Trio New York Letter The scream of consciousness Artist of bleak vision composer of mystical faith Francis Bacon az erzet logikaja'),71.42857142857143,28.57142857142857,14,Class_1
321,(322,322, 'http://www.eventus.org.uk/', 'root http www eventus org uk'),0.0,0.0,0,None
322,(323,323, 'http://www.exemplum.co.uk/', 'http www exemplum co uk root'),0.0,0.0,0,None
323,(324,324, 'http://exeuntmagazine.com/', 'See All Features Subscribe New York City Artist in Residence If not now when Falsettogate and what it teaches us about meaningful minority inclusion A stinky and rainy but actually really fun kids fringe adventure An Odyssey of Onstage Queer Orgasms National Immersive theatre and the consenting audience Are theatre s schemes and awards deterring a new generation of talent Opinion West End Central Highly Sensitive at Roundhouse OWE Fringe Review Macbeth at Royal Exchange Theatre Manchester Ticket prices keep rising why aren t we rioting Review Glass Kill Bluebeard Imp at Royal Court Exeunt recommends Edinburgh Fringe highlights so far Review On Bear Ridge at Sherman Theatre Cardiff Opera Podcast FullRogue Theatre The cult of confidence has to go New perspectives on the body at ImPulsTanz Vienna s International Dance Festival Essays London Theatre Critical Futures NYC Books About Exeunt Dialogue The things that make you fall back in love with theatre Q A and Interviews The Doctor and theatre s troubled relationship with identity politics Contact Us magazine Staff Contributors Reviews Features Exeunt Review Hedda Tesman at Chichester Festival Theatre Belgrade International Theatre Festival Let s Start Over Dance View All Review Preludes at Southwark Playhouse exeunt Performance Relaxed venues liberated audiences Review Wasteland at Northern Stage Newcastle Anchuli Felicia King You have to recognise the shithole you re in in order to climb out Review Rebel Music at Birmingham REP Podcasts'),0.0,100.0,3,Class_2
324,(325,325, 'http://www.exhibitionroadshow.co.uk/', 'About Home weird exhibitions Contact Visiting Weird Exhibitions exhibition news SEO Leaders Exhibition Roadshow exhibitions and trade shows Exhibitions in London Scroll down to content News Skip to content Proudly powered by WordPress experiential marketing'),100.0,0.0,1,Class_1
325,(326,326, 'http://www.faction.org.uk/', 'root http www faction org uk'),0.0,0.0,0,None
326,(327,327, 'http://www.faeriesbyleeca.co.uk/', 'About Us View Cart Women Men MY ACCOUNT Return Refund B o c Bosca Shipping Tracking Sign In Contact Us HEX INFORMATION Cart 0 Terms Conditons ZAC Zac Posen Botkier SUPPORT Privacy Policy'),100.0,0.0,3,Class_1
327,(328,328, 'http://www.ginaferrari.blogspot.com/', 'jewellery De Knijp 00 11 12 comments cushion Apricot and Fig Hands Up for Uganda dog lavender bags collage random facts Gina 2011 lace blogging crackers colour cambridge eat up dressing up beads sock creatures July gingerbread house pigeons advent 2016 Reflections on Nature quilts December punting embroiderers guild fashion wiggly bags Five on Friday plastic bag dress Young Embroiderers August food cake patchwork 2013 The War on Plastic 22 55 instagram festival of quilts paper cuts birthdays 11 comments family drawing The River Cottage Veg everyday project Linus kaffe fassett tutorials embroidery Cafe Thuys Finding Joy in Painting mosaic 100x100 here Cambridge Bake Off sewing Textiles in Focus Ely Opus pompoms The Aga Saga advent Anne Frank house books MA Colouricious February creative sketchbooks cakes gbbo 12 29 open studios 2009 giveaway garden climate change Louise Fletcher 2015 film make nine 2018 10 comments Tulips in Amsterdam sustainability Home pantomime colour sketchbook weather challenge ertf facebook commission ATCs View my complete profile creating 6 comments Red Nose Day Dolls India 2008 art amateur dramatics village life V felt skip to main research Ely Markets blockprinting reading rag rugs Cake Slice Bakers breakfast advent 2011 bookmaking matchbox books painting advent 2017 Lacuna 2016 BeeBee Wraps crochet cakes March 2017 Second Hand September degree cambridge brooch pattern City Guilds advent 2012 postcards May advent 2013 Older Posts Oude Kerk snow halloween applique dolls walking aga cookery quilting Courgette and Rice Filo Pie sock reindeer A Conversation About Climate Art Van Go Tattiebugs 2019 Year in Books Valentine s Day dvd Frida Kahlo doll friends April exhibitions advent 2014 crochet bunting Red Nose Day furniture restoration Cookery calendar challenge cook books Christmas bags printing no new challenge 11 48 Ashwell sixty by sixty 10 26 2012 buttons Clandestine Cake Club Kew baking etsy refurbished pub 13 comments starlight walk Tuscany Spectrum 2007 Anglesey Abbey elderflowers textiles Lakeland Subscribe to my newsletter London atkcake Louise s September workshops mental health sponsored walk baking challenge free machine embroidery bunting Frida Kahlo ancestry sketchbook project skip to sidebar knitting Meat Free Friday June jam Posts Atom holidays dressmaking 2 comments 22 33 fight fast fashion crochet embellisher Missenden Abbey sketchbook Hector Merchant and Mills fabric lists tea cosy chickens Prism October Chihuly at Kew dotee dolls flapjacks January Camber Set paper shoes Colouricious holidays 15 comments 2010 18 25 writing recipes egg tempera GBBOBloggers2016 zigzag lettering 2014 November Links to this post daily drawing bread making'),0.0,0.0,0,None
328,(329,329, 'http://feltingneedle.blogspot.com/', 'lmzyd tlqWy lmzyd mn Google Duo Hangouts Drive lm tmkn mn l thwr l mdwnty l lwyb f yn hy mntd mTwry lbrmj shrwT lkhdm Jamboard Blogger API lkhSwSy bHth Keep lmstndt tqwym lmjmw t trjm Blogger jht ltSl Blogger mrkz lt lymt lSwr YouTube dwrt t lymy blfydyw l khbr mntd lms d Gmail sys lmHtw Blogger Buzz tsjyl ldkhwl Hsb Google khry T'),0.0,0.0,0,None
